LMKTYPE_ID,DESCRIPTION,UD_FRENCH_DESC,DESCRIPTION,DESC_SOUNDEX,UD_FRENCH_DESC,TELEPHONE,PUBLIC_INFO,MUNICIP_NO,NAME_1,COORD_X,COORD_Y
SHOPPING,Shopping Centres and Major Stores,Centres commerciaux et grands magasins,Carlingwood Mall,MAIL KARLINGWOD,Mail Carlingwood,,,1,OTTAWA,362065,5026071
WORK,Work Places and Govt Offices,Lieux de travail,NRC M-1 Building,C.N.R.C - EDIFISSE M-1,C.N.R.C - Édifice M-1,,,1,OTTAWA,373766,5034588
WORK,Work Places and Govt Offices,Lieux de travail,NRC M-20 Building,C.N.R.C - EDIFISSE M-20,C.N.R.C - Édifice M-20,,,1,OTTAWA,373683,5034575
WORK,Work Places and Govt Offices,Lieux de travail,NRC M-2 Building,C.N.R.C - EDIFISSE M-2,C.N.R.C - Édifice M-2,,,1,OTTAWA,373810,5034600
WORK,Work Places and Govt Offices,Lieux de travail,NRC M-12 Building,C.N.R.C - EDIFISSE M-12,C.N.R.C - Édifice M-12,,,1,OTTAWA,373846,5034627
WORK,Work Places and Govt Offices,Lieux de travail,NRC - M-3 Building,C.N.R.C - EDIFISSE M-3,C.N.R.C - Édifice M-3,,,1,OTTAWA,373781,5034691
WORK,Work Places and Govt Offices,Lieux de travail,NRC M-4 Building,C.N.R.C - EDIFISSE M-4,C.N.R.C - Édifice M-4,,,1,OTTAWA,373754,5034763
WORK,Work Places and Govt Offices,Lieux de travail,NRC M-14 Building,C.N.R.C - EDIFISSE M-14 ,C.N.R.C - Édifice M-14 ,,,1,OTTAWA,373801,5034780
WORK,Work Places and Govt Offices,Lieux de travail,NRC M-7 Building,C.N.R.C - EDIFISSE M-7,C.N.R.C - Édifice M-7,,,1,OTTAWA,373608,5034984
WORK,Work Places and Govt Offices,Lieux de travail,NRC M-17 Building,C.N.R.C - EDIFISSE M-17,C.N.R.C - Édifice M-17,,,1,OTTAWA,373669,5035009
WORK,Work Places and Govt Offices,Lieux de travail,NRC M-22 Building,C.N.R.C - EDIFISSE M-22,C.N.R.C - Édifice M-22,,,1,OTTAWA,373482,5035064
WORK,Work Places and Govt Offices,Lieux de travail,NRC M-35 Building, C.N.R.C.- EDIFISSE M-35, C.N.R.C..- Édifice M-35,,,1,OTTAWA,373300,5035403
WORK,Work Places and Govt Offices,Lieux de travail,NRC M-36 Building,C.N.R.C - EDIFISSE M-36,C.N.R.C - Édifice M-36,,,1,OTTAWA,373357,5035294
WORK,Work Places and Govt Offices,Lieux de travail,NRC M-42 Building,C.N.R.C - EDIFISSE M-42,C.N.R.C - Édifice M-42,,,1,OTTAWA,373318,5035650
WORK,Work Places and Govt Offices,Lieux de travail,NRC CSTT Building,C.N.R.C - EDIFISSE KS,C.N.R.C - Édifice CSTT,,Centre for Surface Transportation Tech,1,OTTAWA,371533,5021489
TRANSIT, _Transit Stations and Park & Rides,Parc-o-bus et stations du Transitway,St Laurent Station,STATION ST-LOREN,Station St-Laurent,,,1,OTTAWA,372273,5031551
TRANSIT, _Transit Stations and Park & Rides,Parc-o-bus et stations du Transitway,Train Station,STATION TRIN,Station Train,,,1,OTTAWA,371184,5031173
TRANSIT, _Transit Stations and Park & Rides,Parc-o-bus et stations du Transitway,Hurdman Station,STATION URDMEN,Station Hurdman,,,1,OTTAWA,370113,5030570
COM CTRE,Community Centre and Recreation Hall,Centres communautaires,Hunt Club Riverside Community Centre,SENTRE KOMUNOTAIRE UN KLUB RIVERSIDE,Centre communautaire Hunt Club Riverside,521-1692,3320 PAUL ANKA DR.,1,OTTAWA,369659,5023838
ARENA,Arenas,Arénas,Arena Uplands Hangar,ARENA UPLEND ENGAR,Aréna Uplands Hangar,739-3073,ROYAL ROUTE HANGER #1,1,OTTAWA,369152,5021751
PARKS,Parks,Parcs,Blackburn Park,PARC BLAKBURN,Parc Blackburn,,202 Glen Park,1,OTTAWA,378042,5032681
PARKS,Parks,Parcs,Bonaventure Park,PARC BONAVENTURE,Parc Bonaventure,,1759 Bonaventure,1,OTTAWA,380257,5037376
ARENA,Arenas,Arénas,Navan Memorial Arena,ARENA ET SENTRE NAVEN MEMORIAL ,Aréna et Centre Navan Memorial ,835-2066,1295 COLONIAL,1,OTTAWA,389202,5031845
ARENA,Arenas,Arénas,R.J. Kennedy Arena,ARENA R.J. KENEDI,Aréna R.J. Kennedy,833-2375,1115 DUNNING,1,OTTAWA,390490,5042086
ARENA,Arenas,Arénas,St Laurent Complex,KONPLEXE ST-LOREN,Complexe St-Laurent,742-6767,525 CÔTE,1,OTTAWA,371545,5033215
ARENA,Arenas,Arénas,Manotick Arena,ARENA MANOTIK,Aréna Manotick,692-4772,5572 DOCTOR LEACH,1,OTTAWA,368729,5009442
ARENA,Arenas,Arénas,Merivale Centennial Arena,ARENA MERIVALE SENTENIAL,Aréna Merivale Centennial,224-3168,1765 MERIVALE RD.,1,OTTAWA,365344,5022605
ARENA,Arenas,Arénas,Richmond Memorial Arena,ARENA RICHMON MEMORIAL,Aréna Richmond Memorial,831-1169,6095 PERTH,1,OTTAWA,356829,5006365
ARENA,Arenas,Arénas,W Erskine Johnston Arena,ARENA W.-ERSKINE-JONSTON,Aréna W.-Erskine-Johnston,839-3000,3832 CARP RD.,1,OTTAWA,340969,5023035
COM CTRE,Community Centre and Recreation Hall,Centres communautaires,Craig Henry Community Centre,SENTRE KOMUNOTAIRE KRAIG ENRI,Centre communautaire Craig Henry,,135 CRAIG HENRY,1,OTTAWA,361582,5021700
COM CTRE,Community Centre and Recreation Hall,Centres communautaires,Fisher Heights Community Centre,SENTRE KOMUNOTAIRE FICHER EIGT,Centre communautaire Fisher Heights,,1026 BASELINE,1,OTTAWA,365322,5025465
COM CTRE,Community Centre and Recreation Hall,Centres communautaires,General Burns Community Centre,SENTRE KOMUNOTAIRE JENERAL BURN,Centre communautaire General Burns,,86 ARGUE,1,OTTAWA,366003,5023890
PARKS,Parks,Parcs,Gil-O-Julien Park,PARC JIL-O-JULIEN,Parc Gil-O-Julien,,201 Donald,1,OTTAWA,370532,5032314
PARKS,Parks,Parcs,Glen Park,PARC GLEN,Parc Glen,,1766 Grey Nuns,1,OTTAWA,380090,5037132
PARKS,Parks,Parcs,Gloucester Hydro Park,PARC GLOUSSESTER NOR,Parc Gloucester Nord,,1078 Blair,1,OTTAWA,374475,5033212
PARKS,Parks,Parcs,Grey Nuns Park,PARC GRE NUN,Parc Grey Nuns,,1595 Grey Nuns,1,OTTAWA,379720,5036893
PARKS,Parks,Parcs,Hemlock Park,PARC ENLOK,Parc Hemlock,,361 Meadow,1,OTTAWA,371288,5034680
PARKS,Parks,Parcs,Henry Park,PARC ENRI,Parc Henry,,1420 Mulligan,1,OTTAWA,367900,5017371
PARKS,Parks,Parcs,Heritage Park,PARC ERITAJE,Parc Heritage,,6160 Orleans,1,OTTAWA,380241,5034931
PARKS,Parks,Parcs,Hiawatha Park,PARC IATA,Parc Hiawatha,,6218 Voyageur,1,OTTAWA,379090,5037813
PARKS,Parks,Parcs,J.B. Potvin Park,PARC J.B. POTVIN,Parc  J.B. Potvin,,813 Shefford,1,OTTAWA,375790,5035764
PARKS,Parks,Parcs,Jasmine Park,PARC JASMINE,Parc Jasmine,,2040 Jasmine,1,OTTAWA,375670,5033803
PARKS,Parks,Parcs,Jeanne d'Arc Park,PARC JANE D'ARC,Parc Jeanne d'Arc,,1155 St. Moritz,1,OTTAWA,379442,5037526
PARKS,Parks,Parcs,Jeffrey Armstrong Memorial Park,PARC KOMEMORATIF JEFRE ARMSTRON,Parc Commémoratif Jeffrey Armstrong,,449 Nicolls Island,1,OTTAWA,367799,5012705
PARKS,Parks,Parcs,Joe Jamieson Park,PARC JOE JAMIESON,Parc Joe Jamieson,,6940 Bilberry,1,OTTAWA,381122,5038390
PARKS,Parks,Parcs,Ken Steele Park,PARC KEN STELE,Parc Ken Steele,,1195 Ogilvie,1,OTTAWA,372917,5032274
PARKS,Parks,Parcs,Keystone Park,PARC KESTONE,Parc Keystone,,2417 CLEROUX,1,OTTAWA,379191,5033390
PARKS,Parks,Parcs,Kindle Court Park,PARC KINDLE KOUR,Parc Kindle Court,,22 Briarcliffe,1,OTTAWA,373797,5035806
PARKS,Parks,Parcs,Kinsmen Park,PARC KINSMEN,Parc Kinsmen,,27 Elvina,1,OTTAWA,374370,5034105
PARKS,Parks,Parcs,Kiwanis Park,PARC KIANIS,Parc Kiwanis,,397 Levis,1,OTTAWA,371055,5033270
PARKS,Parks,Parcs,Laverendrye Park,PARC LAVERENDRIE,Parc Laverendrye,,625 Laverendrye,1,OTTAWA,374760,5035501
PARKS,Parks,Parcs,Lavallee Plaza,PLASA LAVALE,Plaza Lavallée,,2655 Monique,1,OTTAWA,384190,5032706
PARKS,Parks,Parcs,Lawson Park,PARC LASON,Parc Lawson,,491 Lawson,1,OTTAWA,371637,5032254
PARKS,Parks,Parcs,Lockwood Park,PARC LOKWOD,Parc Lockwood,,22 SÉGUIN,1,OTTAWA,374340,5034264
PARKS,Parks,Parcs,Louis Perrault Park,PARC LWIS PERO,Parc Louis Perrault,,6250 BEAUSEJOUR,1,OTTAWA,380515,5035790
PARKS,Parks,Parcs,Loyola Park,PARC LOYOLA,Parc Loyola,,956 Loyola,1,OTTAWA,375826,5035075
PARKS,Parks,Parcs,Marcel Beriault Park,PARC MARSEL BERIO,Parc Marcel Beriault,,1691 Sunview,1,OTTAWA,381900,5036408
PARKS,Parks,Parcs,Marcel Lalande Park,PARC MARSEL LALENDE,Parc Marcel Lalande,,2157 Northlands,1,OTTAWA,384905,5037124
PARKS,Parks,Parcs,Marchand Park,PARC MARCHEN,Parc Marchand,,1165 KENASTON,1,OTTAWA,373346,5031279
PARKS,Parks,Parcs,Forestview Park,PARC FORESTVIEW,Parc Forestview,,74 Forestview,1,OTTAWA,356890,5019410
PARKS,Parks,Parcs,General Burns Park,PARC JENERAL BURN,Parc General Burns,,107 Chesterton,1,OTTAWA,365825,5023848
PARKS,Parks,Parcs,Brown's Inlet Park,PARC BRON'S INLET,Parc Brown's Inlet,,65 CRAIG,1,OTTAWA,368124,5028834
PARKS,Parks,Parcs,Byron Tramway Park,PARC BIRON TRENWE,Parc Byron Tramway,,579 BYRON,1,OTTAWA,362947,5028023
TRANSIT, _Transit Stations and Park & Rides,Parc-o-bus et stations du Transitway,Pleasant Park Station,STATION PLEASEN PARK,Station Pleasant Park,,,1,OTTAWA,369846,5028437
TRANSIT, _Transit Stations and Park & Rides,Parc-o-bus et stations du Transitway,Billings Bridge Station,STATION BILLING BRIDJE,Station Billings Bridge,,,1,OTTAWA,369286,5027572
TRANSIT, _Transit Stations and Park & Rides,Parc-o-bus et stations du Transitway,Heron Station,STATION ERON,Station Heron,,,1,OTTAWA,368980,5026893
TRANSIT, _Transit Stations and Park & Rides,Parc-o-bus et stations du Transitway,Confederation Station,STATION KONFEDERATION,Station Confédération,,,1,OTTAWA,368630,5026662
TRANSIT, _Transit Stations and Park & Rides,Parc-o-bus et stations du Transitway,Walkley Station,STATION WALKLE,Station Walkley,,,1,OTTAWA,370052,5025763
EMBASSY,Embassies & High Commissions,Ambassades et Haut Commissariat,Germany Embassy,ENBASSADE D'ALEMAGNE,Ambassade d'Allemagne,232-1101,1 WAVERLEY,1,OTTAWA,368803,5031246
TRANSIT, _Transit Stations and Park & Rides,Parc-o-bus et stations du Transitway,South Keys Station,STATION SOUT KES,Station South Keys,,,1,OTTAWA,371022,5024042
PARKS,Parks,Parcs,Bridlewood Core Park,PARC BRIDLEWOD KORE,Parc Bridlewood Core,,65 Stonehaven,1,OTTAWA,355164,5016979
PARKS,Parks,Parcs,Bridlewood Park,PARC BRIDLEWOD,Parc Bridlewood,,75 Bridlewood,1,OTTAWA,354621,5017308
PARKS,Parks,Parcs,Byrd Park,PARC BIR,Parc Byrd,,128 Chimo,1,OTTAWA,352242,5019066
PARKS,Parks,Parcs,Casgrain Park,PARC KASGRIN,Parc Casgrain,,78 Leacock,1,OTTAWA,352060,5020874
PARKS,Parks,Parcs,Cattail Creek Park,PARC KATAIL KREK,Parc Cattail Creek,,38 Chimo,1,OTTAWA,352822,5019225
PARKS,Parks,Parcs,Chanonhouse Park,PARC CHANONOUSE,Parc Chanonhouse,,28 Chanonhouse,1,OTTAWA,357881,5006109
PARKS,Parks,Parcs,Craig Park,PARC KRAIG,Parc Craig,,16 Leacock,1,OTTAWA,351480,5020707
PARKS,Parks,Parcs,Francois Dupont Park,PARC FRENCOIS DUPON,Parc François Dupont,,778 Willow,1,OTTAWA,381457,5039236
PARKS,Parks,Parcs,Garneau Park,PARC GARNO,Parc Garneau,,1567 CHAMPNEUF,1,OTTAWA,381222,5036320
PARKS,Parks,Parcs,Gerald Poulin Park,PARC JERAL POULIN,Parc Gerald Poulin,,1899 Du Clairvaux,1,OTTAWA,379929,5034304
WORK,Work Places and Govt Offices,Lieux de travail,Lester B. Pearson Bldg.,EDIFISSE LESTER B. PEARSON,Édifice Lester B. Pearson,,125 SUSSEX AVE.,1,OTTAWA,367645,5033399
RECREATE,Recreation Centres and Golf courses,Centres récréatifs / terrains de golf,Dow's Lake Pavillion,PAVILLON LAK DO,Pavillon Lac Dow,232-1001,1001 QUEEN ELIZABETH DRIVEWAY,1,OTTAWA,366945,5028770
WORK,Work Places and Govt Offices,Lieux de travail,Brooke Claxton - Tunney's Pasture,BROKE KLAXTON - PRE TUNE,Brooke Claxton - Pré Tunney,,,1,OTTAWA,364523,5030144
WORK,Work Places and Govt Offices,Lieux de travail,Jean Talon - Tunney's Pasture,JEN TALON - PRE TUNE,Jean Talon - Pré Tunney,,,1,OTTAWA,364624,5029927
WORK,Work Places and Govt Offices,Lieux de travail,Frederick Banting - Tunney's Pasture,FREDERIK BENTIN - TUNE'S PASTURE,Frederick Banting - Pré Tunney,,,1,OTTAWA,364162,5029791
WORK,Work Places and Govt Offices,Lieux de travail,Jeanne Mance - Tunney's Pasture,JANE MENSE - PRE TUNE,Jeanne Mance - Pré Tunney,,,1,OTTAWA,364359,5029903
WORK,Work Places and Govt Offices,Lieux de travail,R H Coates - Tunney's Pasture,R KOATES - PRE TUNE'S,R H Coates - Pré Tunney's,,,1,OTTAWA,364759,5029710
WORK,Work Places and Govt Offices,Lieux de travail,Statistics Canada - Tunney's Pasture,STATISTIKE KANADA - PRE-TUNE,Statistique Canada - Pré-Tunney,,,1,OTTAWA,364752,5029792
WORK,Work Places and Govt Offices,Lieux de travail,Health Protection - Tunney's Pasture,PROTEKTION DE SENTE - PRE TUNE'S,Protection de Santé - Pré Tunney's,,,1,OTTAWA,364616,5030015
WORK,Work Places and Govt Offices,Lieux de travail,Health Canada - Tunney's Pasture,SENTE KANADA - PRE TUNE'S,Santé Canada - Pré Tunney's,,,1,OTTAWA,364632,5030185
WORK,Work Places and Govt Offices,Lieux de travail,Atomic Energy - Tunney's Pasture,ENERJIE ATOMIKE - PRE TUNE,Énergie Atomique - Pré Tunney,,,1,OTTAWA,364256,5029824
WORK,Work Places and Govt Offices,Lieux de travail,Personnel Records - Tunney's Pasture,DOSSIERS DU PERSONEL - PRE TUNE,Dossiers du Personnel - Pré Tunney,,,1,OTTAWA,364308,5029756
WORK,Work Places and Govt Offices,Lieux de travail,Standards Lab - Tunney's Pasture,LABORATOIRE D'ETALONAJE - PRE TUNE,Laboratoire d'Étalonnage - Pré Tunney,,,1,OTTAWA,364555,5029832
WORK,Work Places and Govt Offices,Lieux de travail,Occupational Health - Tunney's Pasture,SENTE KANADA - PRE TUNE'S,Santé Canada - Pré Tunney's,,,1,OTTAWA,364486,5029749
WORK,Work Places and Govt Offices,Lieux de travail,Nat Defence Compute Centre - Tunney's P,KT INFORMATIKE DEF. NT - PRE TUNE,Ctr Informatique Def. Ntl - Pré Tunney,,,1,OTTAWA,364402,5029566
WORK,Work Places and Govt Offices,Lieux de travail,Finance - Tunney's Pasture,FINENSE - PRE TUNE,Finance - Pré Tunney,,,1,OTTAWA,364605,5029692
WORK,Work Places and Govt Offices,Lieux de travail,Disease Control Lab - Tunney's Pasture,LAB-MALADIES KONTAJIEUSES - PRE TUNE,Lab-Maladies Contagieuses - Pré Tunney,,,1,OTTAWA,364509,5029953
WORK,Work Places and Govt Offices,Lieux de travail,Virus Lab - Tunney's Pasture,LABORATOIRE DES VIRUS - PRE TUNE,Laboratoire des Virus - Pré Tunney,,,1,OTTAWA,364374,5030082
RECREATE,Recreation Centres and Golf courses,Centres récréatifs / terrains de golf,Sarsfield Community Centre,SENTRE KOMUNOTAIRE SARSFIEL,Centre communautaire Sarsfield,835-4015,3585 SARSFIELD RD.,1,OTTAWA,395320,5034005
RECREATE,Recreation Centres and Golf courses,Centres récréatifs / terrains de golf,Bearbrook Community Centre,SENTRE KOMUNOTAIRE BEARBROK,Centre communautaire Bearbrook,835-7540,8720 Russell Rd.,1,OTTAWA,395892,5027796
CLINIC,Medical Clinics,Cliniques médicales,Riverside Professional Centre,SENTRE PROFESSIONEL RIVERSIDE,Centre Professionnel Riverside,,1919 Riverside Dr.,1,OTTAWA,369898,5028769
HIGH SCH,Schools and High Schools,Écoles secondaires,Gisèle Lalonde H.S.,JISELE LALONDE .S.,École Secondaire Gisèle Lalonde,613-833-0018,500 MILLENIUM,1,OTTAWA,387231,5036892
COM CTRE,Community Centre and Recreation Hall,Centres communautaires,Carleton Heights Community Centre,SENTRE KOMUNOTAIRE KARLETON EIGT,Centre communautaire Carleton Heights,226-2208,1665 APELDOORN,1,OTTAWA,367219,5024726
COM CTRE,Community Centre and Recreation Hall,Centres communautaires,Carlington Community Centre,SENTRE KOMUNOTAIRE KARLINGTON,Centre communautaire Carlington,798-8920,1520 CALDWELL,1,OTTAWA,364543,5026074
COM CTRE,Community Centre and Recreation Hall,Centres communautaires,Dalhousie Community Centre,SENTRE KOMUNOTAIRE DALOUSIE,Centre communautaire Dalhousie,564-1188,755 SOMERSET W. / O.,1,OTTAWA,366698,5030353
COM CTRE,Community Centre and Recreation Hall,Centres communautaires,Dovercourt Community Centre,SENTRE KOMUNOTAIRE DOVERCOUR,Centre communautaire Dovercourt,798-8950,411 DOVERCOURT,1,OTTAWA,363289,5027299
COM CTRE,Community Centre and Recreation Hall,Centres communautaires,Fisher Park Community Centre,SENTRE KOMUNOTAIRE FICHER PARK,Centre communautaire Fisher Park,798-8945,250 HOLLAND,1,OTTAWA,365135,5028653
EMBASSY,Embassies & High Commissions,Ambassades et Haut Commissariat,Russian Embassy,ENBASSADE DE RUSSIE,Ambassade de Russie,235-4341,285 CHARLOTTE,1,OTTAWA,369457,5032459
WORSHIP,Place of Worship,Lieux de culte,Grace Presbyterian,EGLISE PRESBITERIENE GRASSE,Église Presbytérienne Grace,824-9260,1220 OLDTENTH LINE,1,OTTAWA,383064,5038392
TRANSIT, _Transit Stations and Park & Rides,Parc-o-bus et stations du Transitway,Manotick Park & Ride,PARC-O-BUS MANOTIK,Parc-o-bus Manotick,,5572 Doctor Leach Drive,1,OTTAWA,368701,5009499
TRANSIT, _Transit Stations and Park & Rides,Parc-o-bus et stations du Transitway,Cumberland Park & Ride,PARC-O-BUS KUMBERLEN,Parc-o-bus Cumberland,,1115 Dunning Ave.,1,OTTAWA,390514,5042037
PARKS,Parks,Parcs,Crantham Park,PARC KRENTAM,Parc Crantham,,11 CRANTHAM,1,OTTAWA,349030,5013762
PARKS,Parks,Parcs,Cypress Gardens Park,PARC SIPRES GARDEN,Parc Cypress Gardens,,33 Elm,1,OTTAWA,350386,5012350
FASTFOOD,Fast food restaurants,Restaurants - minutes,McDonald's - 99 Rideau,MACDONAL'S - 99 RUE RIDO,McDonald's - 99 rue Rideau,613-241-4414,99 Rideau,1,OTTAWA,368026,5032166
FASTFOOD,Fast food restaurants,Restaurants - minutes,McDonald's - 1795 St Laurent,MACDONAL'S - 1795 BOUL. ST-LOREN,McDonald's - 1795 boul. St-Laurent,613-248-8900,1795 St. Laurent,1,OTTAWA,373240,5029717
FASTFOOD,Fast food restaurants,Restaurants - minutes,McDonald's - 2000 Montreal,MACDONAL'S - 2000 CH. MONTREAL,McDonald's - 2000 ch. Montréal,613-741-8578,2000 Montréal Rd.,1,OTTAWA,375617,5034467
FASTFOOD,Fast food restaurants,Restaurants - minutes,McDonald's - 3773 Strandherd,MACDONAL'S - 3773 PROM. STRENDER,McDonald's - 3773 prom. Strandherd,613-823-7838,3773 Strandherd,1,OTTAWA,363652,5014618
FASTFOOD,Fast food restaurants,Restaurants - minutes,Tim Horton - Robertson,TIM ORTON - ROBERTSON RD.,Tim Horton - 38 ch. Robertston,613-820-8569,tim does not know new address,1,OTTAWA,357419,5020645
FASTFOOD,Fast food restaurants,Restaurants - minutes,Tim Horton - 115 Montreal,TIM ORTON - 115 CH. MONTREAL,Tim Horton - 115 ch. Montréal,613-749-8851,115 Montréal Rd.,1,OTTAWA,369996,5033048
FASTFOOD,Fast food restaurants,Restaurants - minutes,Tim Horton - 1406 Prince of Wales,TIM ORTON - 1406 PRINSE OF WALES,Tim Horton - 1406 Prince of Wales,613-727-1772,1406 Prince of Wales,1,OTTAWA,367334,5025763
FASTFOOD,Fast food restaurants,Restaurants - minutes,Tim Horton - 1260 Merivale,TIM ORTON - 1260 MERIVALE,Tim Horton - 1260 Merivale,613-761-7080,1260 Merivale,1,OTTAWA,364918,5025971
FASTFOOD,Fast food restaurants,Restaurants - minutes,Tim Horton - 1545 Woodroffe,TIM ORTON - 1545 WODROFE,Tim Horton - 1545 Woodroffe,613-226-6832,1545 Woodroffe,1,OTTAWA,363383,5021953
FASTFOOD,Fast food restaurants,Restaurants - minutes,Tim Horton - 2970 Carling,TIM ORTON - 2970 AVE. KARLIN,Tim Horton - 2970 ave. Carling,613-829-6197,2970 Carling,1,OTTAWA,359386,5024204
POST SCH,Colleges and Universities,Collèges et universités,Royal College,KOLEJE ROYAL,Collège Royal,730-8177,774 ECHO DR.,1,OTTAWA,368736,5028730
FASTFOOD,Fast food restaurants,Restaurants - minutes,Tim Horton - 3224 Hawthorne,TIM ORTON - 3224 AVE. ATORNE,Tim Horton - 3224 ave. Hawthorne,613-733-1555,3224 Hawthorne,1,OTTAWA,375144,5027270
FASTFOOD,Fast food restaurants,Restaurants - minutes,Tim Horton - 100 Sparks,TIM ORTON - 100 SPARK,Tim Horton - 100 Sparks,613-234-4445,100 Sparks,1,OTTAWA,367594,5031731
FASTFOOD,Fast food restaurants,Restaurants - minutes,Tim Horton - 4454 Innes,TIM ORTON - 4454 CH. INES,Tim Horton - 4454 ch. Innes,613-824-9150,4454 Innes,1,OTTAWA,384005,5036177
FASTFOOD,Fast food restaurants,Restaurants - minutes,Tim Horton - 650 Eagleson,TIM ORTON - 650 CH. EAGLESON,Tim Horton - 650 ch. Eagleson,354295.97,,1,OTTAWA,354295,5016671
FASTFOOD,Fast food restaurants,Restaurants - minutes,Tim Horton - 1595 Merivale,TIM ORTON - 1595 MERIVALE,Tim Horton - 1595 Merivale,723-2270,,1,OTTAWA,364745,5024020
FASTFOOD,Fast food restaurants,Restaurants - minutes,Burger King - 527 Hunt Club West,BURJER KIN - 527 CH. UN KLUB WES,Burger King - 527 ch. Hunt Club ouest,727-5840,527 WEST HUNT CLUB,1,OTTAWA,365565,5021926
SCHOOL,Elementary Schools,Écoles élémentaires,MacDonald -Cartier Academy,MACDONAL-KARTIER ACADEMIE,MacDonald-Cartier Académie,744-8898,270 Crichton,1,OTTAWA,368784,5033635
SCHOOL,Elementary Schools,Écoles élémentaires,Bishop Hamilton School - West End,ECOLE BICHOP AMILTON - WES,École Bishop Hamilton - ouest,596-4013,2199 Regency Terrace,1,OTTAWA,361817,5023444
SCHOOL,Elementary Schools,Écoles élémentaires,Educarium School,ECOLE EDUCARIUM,École Educarium,747-4646,419 St. Laurent Blvd.,1,OTTAWA,371245,5034600
SCHOOL,Elementary Schools,Écoles élémentaires,Glebe Montessori School,ECOLE GLEBE MONTESSORI,École Glebe Montessori,237-3824,650 Lyon,1,OTTAWA,368011,5029594
SCHOOL,Elementary Schools,Écoles élémentaires,Heritage Academy,ACADEMIE ERITAJE,Académie Heritage,613-722-0133,207 Bayswater,1,OTTAWA,366150,5029162
SCHOOL,Elementary Schools,Écoles élémentaires,Lady Evelyn Alternative School,ECOLE ALTERNATIVE LADI EVELIN,École Alternative Lady Evelyn,239-2404,63 Evelyn,1,OTTAWA,369116,5030551
SCHOOL,Elementary Schools,Écoles élémentaires,Lycée Claudel School,ECOLE LISSE KLODEL,École Lycée Claudel,733-8522,1635 Riverside,1,OTTAWA,370247,5029948
SCHOOL,Elementary Schools,Écoles élémentaires,Montessori-Alexander School,ECOLE MONTESSORI-ALEXENDER,École Montessori-Alexander,747-7188,1002 Karen,1,OTTAWA,371317,5034471
SCHOOL,Elementary Schools,Écoles élémentaires,St Joseph's Adult School,ECOLE ADULTE ST-JOSEF,École Adulte St-Joseph,741-6808,330 Lajoie,1,OTTAWA,370530,5033107
WORK,Work Places and Govt Offices,Lieux de travail,Carling Place Lab 5,KARLIN PLASSE LAB 5,Carling Place - Lab 5,,3500 CARLING AVE.,1,OTTAWA,355765,5023597
PARKS,Parks,Parcs,Meadowbrook Park,PARC MEADOBROK,Parc Meadowbrook,,1485 Meadowbrook,1,OTTAWA,374330,5031722
TRANSIT, _Transit Stations and Park & Rides,Parc-o-bus et stations du Transitway,Bayshore Station,STATION BAICHORE,Station Bayshore,,,1,OTTAWA,358872,5023109
TRANSIT, _Transit Stations and Park & Rides,Parc-o-bus et stations du Transitway,Eagleson Park & Ride,PARC-O-BUS EAGLESON,Parc-o-bus Eagleson,,,1,OTTAWA,353099,5020058
TRANSIT, _Transit Stations and Park & Rides,Parc-o-bus et stations du Transitway,Kanata Town Centre,KANATA TON SENTRE,Kanata Town Centre,,,1,OTTAWA,352230,5019254
TRANSIT, _Transit Stations and Park & Rides,Parc-o-bus et stations du Transitway,Carp Road Park & Ride,PARC-O-BUS KAR,Parc-o-bus Carp,,,1,OTTAWA,347781,5015465
WORK,Work Places and Govt Offices,Lieux de travail,RCMP Headquarters,G.R.C - BURO CHEF,G.R.C - Bureau Chef,993-8887,1200 VANIER PARKWAY,1,OTTAWA,370709,5031541
HIGH SCH,Schools and High Schools,Écoles secondaires,Le Carrefour H.S.,ECOLE SECONDAIRE LE KAREFOUR,École Secondaire Le Carrefour,731-7212,2445 ST. LAURENT BLVD.,1,OTTAWA,373114,5027173
HIGH SCH,Schools and High Schools,Écoles secondaires,Colonel By H.S.,ECOLE SECONDAIRE KOLONEL BI,École Secondaire Colonel By,745-9411,2381 Ogilvie,1,OTTAWA,375331,5035368
SCHOOL,Elementary Schools,Écoles élémentaires,Fielding Middle School,ECOLE INTERMEDIAIRE FIELDIN,École intermédiaire Fielding,731-4928,777 Fielding,1,OTTAWA,369223,5024974
HIGH SCH,Schools and High Schools,Écoles secondaires,Franco-Ouest H.S.,ECOLE SECONDAIRE FRENCO-WES,École Secondaire Franco-Ouest,820-2920,411 SEYTON DR.,1,OTTAWA,357189,5019571
SHOPPING,Shopping Centres and Major Stores,Centres commerciaux et grands magasins,Gloucester Centre,SENTRE GLOUSSESTER,Centre Gloucester,747-1953,,1,OTTAWA,374551,5032927
HIGH SCH,Schools and High Schools,Écoles secondaires,Hillcrest H.S.,ECOLE SECONDAIRE ILLKRES,École Secondaire Hillcrest,733-1755,1900 DAUPHIN,1,OTTAWA,372240,5029222
HIGH SCH,Schools and High Schools,Écoles secondaires,John McCrae H.S.,ECOLE SECONDAIRE JON MACRAE,École Secondaire John McCrae,823-0367,103 MALVERN DR.,1,OTTAWA,362510,5015765
HIGH SCH,Schools and High Schools,Écoles secondaires,Lester B Pearson H.S.,ECOLE SECONDAIRE LESTER B PEARSON,École Secondaire Lester B Pearson,741-4525,2072 Jasmine,1,OTTAWA,375457,5034064
